"Date","Price","Open","High","Low","Vol.","Change %"
"Jan 04, 2010","139.33","139.70","139.77","139.28","16.26K","-0.28"
"Jan 01, 2010","139.72","139.72","139.72","139.72","0","0.00"
"Dec 31, 2009","139.72","139.72","139.72","139.72","0","0.01"
"Dec 30, 2009","139.70","139.52","139.91","139.50","17.42K","0.12"
"Dec 29, 2009","139.53","139.36","139.54","139.26","18.00K","0.11"
"Dec 28, 2009","139.38","139.72","139.76","139.35","17.15K","-0.26"
"Dec 25, 2009","139.74","139.89","139.91","139.62","13.00K","-0.11"
"Dec 24, 2009","139.89","140.03","140.05","139.75","18.97K","-0.09"
"Dec 23, 2009","140.02","140.05","140.05","140.02","0","0.00"
"Dec 22, 2009","140.02","140.33","140.35","140.01","22.19K","-0.21"
"Dec 21, 2009","140.32","140.09","140.32","140.00","13.16K","0.17"
"Dec 18, 2009","140.08","139.80","140.30","139.80","32.24K","0.21"
"Dec 17, 2009","139.79","139.82","140.00","139.78","20.47K","-0.04"
"Dec 16, 2009","139.84","139.62","139.92","139.46","27.66K","0.15"
"Dec 15, 2009","139.63","139.35","139.63","139.30","23.46K","0.20"
"Dec 14, 2009","139.35","139.52","139.61","139.30","26.11K","-0.11"
"Dec 11, 2009","139.50","139.74","139.84","139.50","28.63K","-0.53"
"Dec 10, 2009","140.25","140.36","140.55","140.22","6.82K","-0.08"
"Dec 09, 2009","140.36","140.09","140.38","140.09","23.16K","0.19"
"Dec 08, 2009","140.09","139.90","140.14","139.83","31.84K","0.13"
"Dec 07, 2009","139.91","139.94","139.98","139.63","23.91K","0.00"
"Dec 04, 2009","139.91","140.06","140.09","139.75","29.07K","-0.11"
"Dec 03, 2009","140.06","140.23","140.28","140.00","24.58K","-0.11"
"Dec 02, 2009","140.21","140.49","140.49","139.91","35.20K","-0.19"
"Dec 01, 2009","140.47","139.73","140.48","139.73","37.14K","0.52"
"Nov 30, 2009","139.74","139.83","139.95","139.64","22.65K","-0.06"
"Nov 27, 2009","139.82","139.50","139.91","139.48","27.98K","0.23"
"Nov 26, 2009","139.50","139.33","139.63","139.32","24.02K","0.11"
"Nov 25, 2009","139.35","139.45","139.63","139.35","25.16K","-0.06"
"Nov 24, 2009","139.44","139.23","139.46","139.15","16.53K","0.19"
