"Date","Price","Open","High","Low","Change %"
"May 06, 2022","9.93","9.93","9.93","9.93","-0.40"
"May 05, 2022","9.97","9.97","9.97","9.97","-0.30"
"May 03, 2022","10.00","10.00","10.00","10.00","0.20"
"May 02, 2022","9.98","9.98","9.98","9.98","-1.19"
"Apr 28, 2022","10.10","10.10","10.10","10.10","-0.10"
"Apr 27, 2022","10.11","10.11","10.11","10.11","-0.39"
"Apr 26, 2022","10.15","10.15","10.15","10.15","0.40"
"Apr 25, 2022","10.11","10.11","10.11","10.11","0.50"
"Apr 22, 2022","10.06","10.06","10.06","10.06","-0.20"
"Apr 21, 2022","10.08","10.08","10.08","10.08","-0.49"
"Apr 20, 2022","10.13","10.13","10.13","10.13","0.60"
"Apr 19, 2022","10.07","10.07","10.07","10.07","-0.59"
"Apr 18, 2022","10.13","10.13","10.13","10.13","-0.20"
"Apr 14, 2022","10.15","10.15","10.15","10.15","-0.78"
"Apr 13, 2022","10.23","10.23","10.23","10.23","0.10"
"Apr 12, 2022","10.22","10.22","10.22","10.22","0.29"
"Apr 11, 2022","10.19","10.19","10.19","10.19","-0.49"
"Apr 08, 2022","10.24","10.24","10.24","10.24","-0.58"
"Apr 07, 2022","10.30","10.30","10.30","10.30","-0.19"
"Apr 06, 2022","10.32","10.32","10.32","10.32","-0.29"
"Apr 05, 2022","10.35","10.35","10.35","10.35","-0.86"
"Apr 04, 2022","10.44","10.44","10.44","10.44","0.10"
"Apr 01, 2022","10.43","10.43","10.43","10.43","-0.29"
"Mar 31, 2022","10.46","10.46","10.46","10.46","0.00"
"Mar 30, 2022","10.46","10.46","10.46","10.46","0.29"
"Mar 29, 2022","10.43","10.43","10.43","10.43","0.38"
"Mar 28, 2022","10.39","10.39","10.39","10.39","0.19"
"Mar 25, 2022","10.37","10.37","10.37","10.37","-0.67"
"Mar 24, 2022","10.44","10.44","10.44","10.44","-0.38"
"Mar 23, 2022","10.48","10.48","10.48","10.48","0.48"
"Mar 22, 2022","10.43","10.43","10.43","10.43","-0.29"
"Mar 21, 2022","10.46","10.46","10.46","10.46","-0.95"
"Mar 18, 2022","10.56","10.56","10.56","10.56","0.28"
"Mar 17, 2022","10.53","10.53","10.53","10.53","0.10"
"Mar 16, 2022","10.52","10.52","10.52","10.52","0.10"
"Mar 15, 2022","10.51","10.51","10.51","10.51","0.10"
"Mar 14, 2022","10.50","10.50","10.50","10.50","-1.04"
"Mar 11, 2022","10.61","10.61","10.61","10.61","0.00"
"Mar 10, 2022","10.61","10.61","10.61","10.61","-0.47"
"Mar 09, 2022","10.66","10.66","10.66","10.66","-0.28"
"Mar 08, 2022","10.69","10.69","10.69","10.69","-0.56"
"Mar 07, 2022","10.75","10.75","10.75","10.75","-0.56"
"Mar 04, 2022","10.81","10.81","10.81","10.81","0.56"
"Mar 03, 2022","10.75","10.75","10.75","10.75","0.28"
"Mar 02, 2022","10.72","10.72","10.72","10.72","-1.20"
"Mar 01, 2022","10.85","10.85","10.85","10.85","0.56"
"Feb 28, 2022","10.79","10.79","10.79","10.79","0.75"
"Feb 25, 2022","10.71","10.71","10.71","10.71","0.09"
"Feb 24, 2022","10.70","10.70","10.70","10.70","0.09"
"Feb 23, 2022","10.69","10.69","10.69","10.69","-0.47"
"Feb 22, 2022","10.74","10.74","10.74","10.74","-0.09"
"Feb 18, 2022","10.75","10.75","10.75","10.75","0.19"
"Feb 17, 2022","10.73","10.73","10.73","10.73","0.19"
"Feb 16, 2022","10.71","10.71","10.71","10.71","0.09"
"Feb 15, 2022","10.70","10.70","10.70","10.70","-0.19"
"Feb 14, 2022","10.72","10.72","10.72","10.72","-0.56"
"Feb 11, 2022","10.78","10.78","10.78","10.78","0.65"
"Feb 10, 2022","10.71","10.71","10.71","10.71","-0.93"
"Feb 09, 2022","10.81","10.81","10.81","10.81","0.09"
"Feb 08, 2022","10.80","10.80","10.80","10.80","-0.28"
"Feb 07, 2022","10.83","10.83","10.83","10.83","0.00"
"Feb 04, 2022","10.83","10.83","10.83","10.83","-0.64"
"Feb 03, 2022","10.90","10.90","10.90","10.90","-0.37"
"Feb 02, 2022","10.94","10.94","10.94","10.94","0.09"
"Feb 01, 2022","10.93","10.93","10.93","10.93","0.00"
"Jan 31, 2022","10.93","10.93","10.93","10.93","-0.09"
"Jan 28, 2022","10.94","10.94","10.94","10.94","0.09"
"Jan 27, 2022","10.93","10.93","10.93","10.93","0.28"
"Jan 26, 2022","10.90","10.90","10.90","10.90","-0.55"
"Jan 25, 2022","10.96","10.96","10.96","10.96","-0.09"
"Jan 24, 2022","10.97","10.97","10.97","10.97","-0.18"
"Jan 21, 2022","10.99","10.99","10.99","10.99","0.27"
"Jan 20, 2022","10.96","10.96","10.96","10.96","0.09"
"Jan 19, 2022","10.95","10.95","10.95","10.95","0.27"
"Jan 18, 2022","10.92","10.92","10.92","10.92","-0.64"
"Jan 14, 2022","10.99","10.99","10.99","10.99","-0.45"
"Jan 13, 2022","11.04","11.04","11.04","11.04","0.09"
"Jan 12, 2022","11.03","11.03","11.03","11.03","0.00"
"Jan 11, 2022","11.03","11.03","11.03","11.03","0.18"
"Jan 10, 2022","11.01","11.01","11.01","11.01","-0.09"
"Jan 07, 2022","11.02","11.02","11.02","11.02","-0.27"
"Jan 06, 2022","11.05","11.05","11.05","11.05","-0.18"
"Jan 05, 2022","11.07","11.07","11.07","11.07","-0.27"
"Jan 04, 2022","11.10","11.10","11.10","11.10","0.00"
"Jan 03, 2022","11.10","11.10","11.10","11.10","-0.80"
"Dec 31, 2021","11.19","11.19","11.19","11.19","0.09"
"Dec 30, 2021","11.18","11.18","11.18","11.18","0.18"
